study,variable_id,wave,level,variable_type,question_type,survey,repeated_question,question_text_en,question_text_en_male,question_text_es,question_text_es_male,notes,source_file
rct,a8887,1,respondent,intro,intro,w1 baseline,true,"In the next section, we will ask you some questions about who are the people that you do different things with, and to name those people specifically. You can answer the questions with names of people who are OVER THE AGE OF 12 and WHO CURRENTLY LIVE OR WORK IN THIS VILLAGE ONLY. These people may include any friends, family, people you work with, people that work for you, neighbors, etc. When you answer these questions, you may answer with one person, more than one person, or say there is no one. You are free to include up to 5 people.

INTERVIEWER: The maximum input is 5 people. If the respondent gives a name, follow-up with: ""Is there anyone else?"". However, the respondent should not be pushed to provide 5 names, but know that this is the maximum number possible. If respondent names someone who is not in the respondent list, please ask ""Does this person currently live or work in this village?"" If the person does not live or work in the village, do not proceed to add them.",,"En la siguiente sección, le voy a preguntar acerca de las personas con quienes usted comparte diferentes actividades. Necesitamos que nos de los nombres de estas personas. SOLAMENTE PUEDE INCLUIR PERSONAS MAYORES DE 12 AÑOS y QUE VIVEN o TRABAJAN EN ESTA ALDEA . Estas personas pueden ser cualquiera de sus amigos, familiares, personas con quienes trabaja o que trabajan para usted, o sus vecinos, etcétera. En sus respuestas, puede dar solamente un nombre o varios nombres, o puede decir """"no hay nadie"""" si no tiene a nadie a quien nombrar. Siéntase libre de nombrar un total de 5 personas.

ENTREVISTADOR: EL NUMERO MAXIMO ES DE 5 PERSONAS. CUANDO EL INFORMANTE DE UN NOMBRE, PREGUNTE SI HAY ALGUIEN MAS. SIN EMBARGO, EL INFORMANTE NO DEBE SER PRESIONADO A DAR 5 NOMBRES, PERO SEPA QUE ESTE ES EL NUMERO MAXIMO POSIBLE. LA PERSONA QUE NOMBRE TIENE QUE VIVIR o TRABAJAR EN LA ALDEA. Si la persona que nombra no esta en la lista de informantes,  PREGUNTE: Esta persona vive o trabaja en esta aldea actualmente? Si responde que no, no proceda a agregarlo al programa.",,level defaulted to respondent (not in any varnames sheet),honduras_WAVE1_codebook_v8.xlsx
rct,a8887,2,respondent,intro,intro,w2 baseline,true,"In the next section, we will ask you some questions about who are the people that you do different things with, and to name those people specifically. You can answer the questions with names of people who are OVER THE AGE OF 12 and WHO CURRENTLY LIVE OR WORK IN THIS VILLAGE ONLY. These people may include any friends, family, people you work with, people that work for you, neighbors, etc. When you answer these questions, you may answer with one person, more than one person, or say there is no one. You are free to include up to 5 people.

INTERVIEWER: The maximum input is 5 people. If the respondent gives a name, follow-up with: ""Is there anyone else?"". However, the respondent should not be pushed to provide 5 names, but know that this is the maximum number possible. If respondent names someone who is not in the respondent list, please ask ""Does this person currently live or work in this village?"" If the person does not live or work in the village, do not proceed to add them.",,"En la siguiente sección, le voy a preguntar acerca de las personas con quienes usted comparte diferentes actividades. Necesitamos que nos de los nombres de estas personas. SOLAMENTE PUEDE INCLUIR PERSONAS MAYORES DE 12 AÑOS y QUE VIVEN o TRABAJAN EN ESTA ALDEA . Estas personas pueden ser cualquiera de sus amigos, familiares, personas con quienes trabaja o que trabajan para usted, o sus vecinos, etcétera. En sus respuestas, puede dar solamente un nombre o varios nombres, o puede decir """"no hay nadie"""" si no tiene a nadie a quien nombrar. Siéntase libre de nombrar un total de 5 personas.

ENTREVISTADOR: EL NUMERO MAXIMO ES DE 5 PERSONAS. CUANDO EL INFORMANTE DE UN NOMBRE, PREGUNTE SI HAY ALGUIEN MAS. SIN EMBARGO, EL INFORMANTE NO DEBE SER PRESIONADO A DAR 5 NOMBRES, PERO SEPA QUE ESTE ES EL NUMERO MAXIMO POSIBLE. LA PERSONA QUE NOMBRE TIENE QUE VIVIR o TRABAJAR EN LA ALDEA. Si la persona que nombra no esta en la lista de informantes,  PREGUNTE: Esta persona vive o trabaja en esta aldea actualmente? Si responde que no, no proceda a agregarlo al programa.",,level defaulted to respondent (not in any varnames sheet),honduras_WAVE2_codebook_v3.xlsx
rct,a8887,3,respondent,intro,intro,all,true,"In the next section, we will ask you some questions about who are the people that you do different things with, and to name those people specifically. You can answer the questions with names of people who are OVER THE AGE OF 12 and WHO CURRENTLY LIVE OR WORK IN THIS VILLAGE ONLY. These people may include any friends, family, people you work with, people that work for you, neighbors, etc. When you answer these questions, you may answer with one person, more than one person, or say there is no one. You are free to include up to 5 people.

INTERVIEWER: The maximum input is 5 people. If the respondent gives a name, follow-up with: ""Is there anyone else?"". However, the respondent should not be pushed to provide 5 names, but know that this is the maximum number possible. If respondent names someone who is not in the respondent list, please ask ""Does this person currently live or work in this village?"" If the person does not live or work in the village, do not proceed to add them.",,"En la siguiente sección, le voy a preguntar acerca de las personas con quienes usted comparte diferentes actividades. Necesitamos que nos de los nombres de estas personas. SOLAMENTE PUEDE INCLUIR PERSONAS MAYORES DE 12 AÑOS y QUE VIVEN o TRABAJAN EN ESTA ALDEA . Estas personas pueden ser cualquiera de sus amigos, familiares, personas con quienes trabaja o que trabajan para usted, o sus vecinos, etcétera. En sus respuestas, puede dar solamente un nombre o varios nombres, o puede decir """"no hay nadie"""" si no tiene a nadie a quien nombrar. Siéntase libre de nombrar un total de 5 personas.

ENTREVISTADOR: EL NUMERO MAXIMO ES DE 5 PERSONAS. CUANDO EL INFORMANTE DE UN NOMBRE, PREGUNTE SI HAY ALGUIEN MAS. SIN EMBARGO, EL INFORMANTE NO DEBE SER PRESIONADO A DAR 5 NOMBRES, PERO SEPA QUE ESTE ES EL NUMERO MAXIMO POSIBLE. LA PERSONA QUE NOMBRE TIENE QUE VIVIR o TRABAJAR EN LA ALDEA. Si la persona que nombra no esta en la lista de informantes,  PREGUNTE: Esta persona vive o trabaja en esta aldea actualmente? Si responde que no, no proceda a agregarlo al programa.",,level defaulted to respondent (not in any varnames sheet),honduras_WAVE3_codebook_v3.xlsx
rct,a8887,4,respondent,intro,intro,all,true,"In the next section, we will ask you some questions about who are the people that you do different things with, and to name those people specifically. You can answer the questions with names of people who are OVER THE AGE OF 12 and WHO CURRENTLY LIVE OR WORK IN THIS VILLAGE ONLY. These people may include any friends, family, people you work with, people that work for you, neighbors, etc. When you answer these questions, you may answer with one person, more than one person, or say there is no one. You are free to include up to 5 people.

INTERVIEWER: The maximum input is 5 people. If the respondent gives a name, follow-up with: ""Is there anyone else?"". However, the respondent should not be pushed to provide 5 names, but know that this is the maximum number possible. If respondent names someone who is not in the respondent list, please ask ""Does this person currently live or work in this village?"" If the person does not live or work in the village, do not proceed to add them.",,"En la siguiente sección, le voy a preguntar acerca de las personas con quienes usted comparte diferentes actividades. Necesitamos que nos de los nombres de estas personas. SOLAMENTE PUEDE INCLUIR PERSONAS MAYORES DE 12 AÑOS y QUE VIVEN o TRABAJAN EN ESTA ALDEA . Estas personas pueden ser cualquiera de sus amigos, familiares, personas con quienes trabaja o que trabajan para usted, o sus vecinos, etcétera. En sus respuestas, puede dar solamente un nombre o varios nombres, o puede decir """"no hay nadie"""" si no tiene a nadie a quien nombrar. Siéntase libre de nombrar un total de 5 personas.

ENTREVISTADOR: EL NUMERO MAXIMO ES DE 5 PERSONAS. CUANDO EL INFORMANTE DE UN NOMBRE, PREGUNTE SI HAY ALGUIEN MAS. SIN EMBARGO, EL INFORMANTE NO DEBE SER PRESIONADO A DAR 5 NOMBRES, PERO SEPA QUE ESTE ES EL NUMERO MAXIMO POSIBLE. LA PERSONA QUE NOMBRE TIENE QUE VIVIR o TRABAJAR EN LA ALDEA. Si la persona que nombra no esta en la lista de informantes,  PREGUNTE: Esta persona vive o trabaja en esta aldea actualmente? Si responde que no, no proceda a agregarlo al programa.",,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,a8888,1,respondent,intro,intro,w1 baseline,true,We have asked questions about the people who are positive connections in your life. Our study aims to group people that get along well. Now we are going to ask you one question about the people in your life with whom you usually do not get along well. It is important that you understand that we will keep all of your responses secret and that they will only be used for the purpose of mathematical analysis. Your information will never be shared with anyone.,,Hasta ahora solo le hemos hecho preguntas sobre las personas que tienen conexiones positivas en su vida. Nuestro estudio busca agrupar gente que se lleva bien. Pero ahora le voy a hacer una pregunta sobre las personas en su vida con las que usted no se lleva tan bien. Es importante que sepa que sus respuestas son completamente secretas (confidenciales) y que sólo serán usadas con el fin de hacer un análisis matemático. Jamás compartiremos esta información con nadie.,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE1_codebook_v8.xlsx
rct,a8888,2,respondent,intro,intro,w2 baseline,true,We have asked questions about the people who are positive connections in your life. Our study aims to group people that get along well. Now we are going to ask you one question about the people in your life with whom you usually do not get along well. It is important that you understand that we will keep all of your responses secret and that they will only be used for the purpose of mathematical analysis. Your information will never be shared with anyone.,,Hasta ahora solo le hemos hecho preguntas sobre las personas que tienen conexiones positivas en su vida. Nuestro estudio busca agrupar gente que se lleva bien. Pero ahora le voy a hacer una pregunta sobre las personas en su vida con las que usted no se lleva tan bien. Es importante que sepa que sus respuestas son completamente secretas (confidenciales) y que sólo serán usadas con el fin de hacer un análisis matemático. Jamás compartiremos esta información con nadie.,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE2_codebook_v3.xlsx
rct,a8888,3,respondent,intro,intro,all,true,We have asked questions about the people who are positive connections in your life. Our study aims to group people that get along well. Now we are going to ask you one question about the people in your life with whom you usually do not get along well. It is important that you understand that we will keep all of your responses secret and that they will only be used for the purpose of mathematical analysis. Your information will never be shared with anyone.,,Hasta ahora solo le hemos hecho preguntas sobre las personas que tienen conexiones positivas en su vida. Nuestro estudio busca agrupar gente que se lleva bien. Pero ahora le voy a hacer una pregunta sobre las personas en su vida con las que usted no se lleva tan bien. Es importante que sepa que sus respuestas son completamente secretas (confidenciales) y que sólo serán usadas con el fin de hacer un análisis matemático. Jamás compartiremos esta información con nadie.,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE3_codebook_v3.xlsx
rct,a8888,4,respondent,intro,intro,all,true,We have asked questions about the people who are positive connections in your life. Our study aims to group people that get along well. Now we are going to ask you one question about the people in your life with whom you usually do not get along well. It is important that you understand that we will keep all of your responses secret and that they will only be used for the purpose of mathematical analysis. Your information will never be shared with anyone.,,Hasta ahora solo le hemos hecho preguntas sobre las personas que tienen conexiones positivas en su vida. Nuestro estudio busca agrupar gente que se lleva bien. Pero ahora le voy a hacer una pregunta sobre las personas en su vida con las que usted no se lleva tan bien. Es importante que sepa que sus respuestas son completamente secretas (confidenciales) y que sólo serán usadas con el fin de hacer un análisis matemático. Jamás compartiremos esta información con nadie.,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab0100,4,respondent,survey,single,all,false,"The last time we asked you about your friends, you mentioned [ab9990]. How come you did not say this person this time around?",,La última vez que le preguntamos por sus amistades usted mencionó a [ab9990]. Por qué no lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab0200,4,respondent,survey,single,all,false,"Last time we asked you about your friends, you did NOT mention  [a1500]. How come you did mention this person this time around?",,La última vez que le preguntamos por sus amistades usted NO mencionó a [a1500]. Por qué si lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab0300,4,respondent,survey,single,all,false,"Last time we asked you about your friends, you did NOT mention  [a1600]. How come you did mention this person this time around?",,La última vez que le preguntamos por sus amistades usted NO mencionó a [a1600]. Por qué si lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab0400,4,respondent,survey,single,all,false,"Last time we asked you about your friends, you did NOT mention  [a2100]. How come you did mention this person this time around?",,La última vez que le preguntamos por sus amistades usted NO mencionó a [a2100]. Por qué si lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab0500,4,respondent,survey,single,all,false,"Last time we asked you about your friends, you did NOT mention  [a2705]. How come you did mention this person this time around?",,La última vez que le preguntamos por sus amistades usted NO mencionó a [a2705]. Por qué si lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab0600,4,respondent,survey,single,all,false,"Last time we asked you about your friends, you did NOT mention  [a2706]. How come you did mention this person this time around?",,La última vez que le preguntamos por sus amistades usted NO mencionó a [a2706]. Por qué si lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab0700,4,respondent,survey,single,all,false,"Last time we asked you about your friends, you did NOT mention  [a2707]. How come you did mention this person this time around?",,La última vez que le preguntamos por sus amistades usted NO mencionó a [a2707]. Por qué si lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab0800,4,respondent,survey,single,all,false,"Last time we asked you about the people you did not get along with, you mentioned [ab9991]. How come you did not mention this person this time around?",,La última vez que le preguntamos por las personas con las que no se la llevaba bien usted mencionó a [ab9991]. Por qué no lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab0900,4,respondent,survey,single,all,false,"Last time we asked you about the people you did not get along with, you did not mention [a2300]. How come you did  mention this person this time around?",,La última vez que le preguntamos por las personas con las que  no se la llevaba bien NO mencionó a [a2300]. Por qué lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab1000,4,respondent,survey,single,all,false,"Last time we asked you about the people you did not get along with, you did not mention [a2708]. How come you did  mention this person this time around?",,La última vez que le preguntamos por las personas con las que  no se la llevaba bien NO mencionó a [a2708]. Por qué lo mencionó esta vez?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab1100,4,respondent,survey,single,all,false,"Last time we interviewed you mentioned different people with whom you spent free time, you considered close friends, or you discussed important matters. We would like to know if there is a reason why this time almost all the people you are mentioning or not mentioning are different people. (For example, was there a change in your life or any situation that provoked this change)",,"La vez pasada que le encuestamos usted mencionó personas diferentes con las cuales pasaba su tiempo libre, consideraba sus amigos cercanos o compartía asuntos privados. Quisieramos saber si hay alguna razon por la cual en esta occasion casi todos los que menciona o deja de nombrar son distintas personas (por ejemplo un cambio en su vida o alguna situación en el ultimo año que le haya generado este cambio).",,,honduras_WAVE4_codebook_v1.xlsx
rct,ab1200,4,respondent,survey,single,all,false,"Last time we interviewed you mentioned different people with whom you did not get along well. We would like to know if there is a reason why this time almost all the people you are mentioning or not mentioning, are different people. (For example, was there a change in your life or any situation that provoked this change)",,La vez pasada que le encuestamos usted mencionó algunas personas diferentes con las cuales no se la llevaba bien. Quisieramos saber si hay alguna razon que nos pueda compartir de por qué en esta occasion casi todo(a)s los que nos nombra o deja de nombrar son distintas personas (por ejemplo un cambio en su vida o alguna situación en el ultimo año que le haya generado este cambio).,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab9989,4,respondent,intro,intro,all,false,In the following section we will be asking you about some people who you mentioned in the latest survey we did with you a couple of years ago.,,A continuación le vamos a realizar unas preguntas sobre algunas personas que menciono en la anterior encuesta que le hicimos hace un par de años.,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,ab9990,4,respondent,survey,relationship,all,false,These are the preloaded friends from wave 3.,,Estas son las personas mencionadas en las visitas anteriores.,,,honduras_WAVE4_codebook_v1.xlsx
rct,ab9991,4,respondent,survey,relationship,all,false,These are the preloaded antagonistic ties from wave 3.,,Estas son las personas mencionadas en las visitas anteriores.,,,honduras_WAVE4_codebook_v1.xlsx
rct,b0100,1,respondent,survey,single,w1 baseline,true,What grade did you complete in school?,,¿Qué grado termino en la escuela?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b0100,2,respondent,survey,single,w2 baseline,true,What grade did you complete in school?,,¿Qué grado termino en la escuela?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b0100,3,respondent,survey,single,all,true,What grade did you complete in school?,,¿Qué grado termino en la escuela?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b0100,4,respondent,survey,single,all,true,What grade did you complete in school?,,¿Qué grado termino en la escuela?,,,honduras_WAVE4_codebook_v1.xlsx
rct,b0111,4,respondent,survey,single,all,false,What do you do most of the time?,,¿A que se dedica la mayor parte del tiempo?,,,honduras_WAVE4_codebook_v1.xlsx
rct,b0116,4,respondent,survey,single,w4 baseline,false,Was there any other activity that you engaged in to earn income or contribute to the economic situation of your household even if you didn't receive payment? DO NOT READ ANSWERS,,Hubo alguna otra actividad a la que se dedicó para obtener ingresos o aportar a la situación económica de su hogar aunque no haya recibido un pago? NO LEA LAS RESPUESTAS,,,honduras_WAVE4_codebook_v1.xlsx
rct,b0200,1,respondent,survey,single,w1 baseline,true,Do you belong to an indigenous community?,,¿Pertenece usted a algun pueblo indígena?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b0200,2,respondent,survey,single,w2 baseline,true,Do you belong to an indigenous community?,,¿Pertenece usted a algun pueblo indígena?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b0200,3,respondent,survey,single,w3 baseline,true,Do you belong to an indigenous community?,,¿Pertenece usted a algun pueblo indígena?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b0200,4,respondent,survey,single,all,true,Do you belong to an indigenous community?,,¿Pertenece usted a algun pueblo indígena?,,,honduras_WAVE4_codebook_v1.xlsx
rct,b0300,1,respondent,survey,single,w1 baseline,true,Is there a kitchen in the home (the place where you live)?,,¿Hay una cocina en su hogar (el lugar donde usted vive)?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b0300,2,respondent,survey,single,w2 baseline,true,Is there a kitchen in the home (the place where you live)?,,¿Hay una cocina en su hogar (el lugar donde usted vive)?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b0300,3,respondent,survey,single,all,true,Is there a kitchen in the home (the place where you live)?,,¿Hay una cocina en su hogar (el lugar donde usted vive)?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b0400,1,respondent,survey,single,w1 baseline,true,Is the majority of the food you eat primarily prepared in this kitchen?,,¿La mayoría de la comida que usted come se prepara en esa cocina?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b0400,2,respondent,survey,single,w2 baseline,true,Is the majority of the food you eat primarily prepared in this kitchen?,,¿La mayoría de la comida que usted come se prepara en esa cocina?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b0400,3,respondent,survey,single,all,true,Is the majority of the food you eat primarily prepared in this kitchen?,,¿La mayoría de la comida que usted come se prepara en esa cocina?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b0500,1,connection,survey,relationship,w1 baseline,true,"In this household, who primarily provides for most of your living expenses (gastos) such as food and clothing?",,"En este hogar, ¿quién es la persona que provee o cubre la mayoría de sus gastos de vida, como su comida y ropa?",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE1_codebook_v8.xlsx
rct,b0500,2,connection,survey,relationship,w2 baseline,true,"In this household, who primarily provides for most of your living expenses (gastos) such as food and clothing?",,"En este hogar, ¿quién es la persona que provee o cubre la mayoría de sus gastos de vida, como su comida y ropa?",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE2_codebook_v3.xlsx
rct,b0500,3,connection,survey,relationship,all,true,"In this household, who primarily provides for most of your living expenses (gastos) such as food and clothing?",,"En este hogar, ¿quién es la persona que provee o cubre la mayoría de sus gastos de vida, como su comida y ropa?",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE3_codebook_v3.xlsx
rct,b0500,4,connection,survey,relationship,all,true,"In this household, who primarily provides for most of your living expenses (gastos) such as food and clothing?",,"En este hogar, ¿quién es la persona que provee o cubre la mayoría de sus gastos de vida, como su comida y ropa?",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,b0510,4,respondent,survey,single,all,false,Could you please tell me: how important is religion in your life?,,"Por favor, ¿podría decirme, qué tan importante es la religión en su vida?",,,honduras_WAVE4_codebook_v1.xlsx
rct,b0520,4,respondent,survey,single,all,false,"How often do you pray, worship or do meditation?",,"¿Que tan seguido reza, ora o hace meditacion?",,,honduras_WAVE4_codebook_v1.xlsx
rct,b0530,4,respondent,survey,single,all,false,"How often do you attend religious services (mass, cult, etc.)?",,"¿Qué tan seguido asiste usted a servicios religiosos (misas, cultos, etc.)?",,,honduras_WAVE4_codebook_v1.xlsx
rct,b0540,4,connection,survey,relationship,all,false,"Aside from people living in your household, with whom do normally you attend religious services?",,"A parte de las personas que viven con usted, ¿quien asiste normalmente con usted a servicios religiosos?",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,b0600,1,respondent,survey,single,w1 baseline,true,What is your religion?,,¿Cuál es su religión?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b0600,2,respondent,survey,single,w2 baseline,true,What is your religion?,,¿Cuál es su religión?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b0600,3,respondent,survey,single,w3 baseline,true,What is your religion?,,¿Cuál es su religión?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b0600,4,respondent,survey,single,all,true,What is your religion?,,¿Cuál es su religión?,,,honduras_WAVE4_codebook_v1.xlsx
rct,b0700,1,respondent,survey,single,w1 baseline,true,Do you plan to leave this village in the next 12 months (staying somewhere else for 3 months or longer)?,,¿Planea irse de esta aldea en los proximos 12 meses? (quedarse en otro lado por 3 meses o más)?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b0700,2,respondent,survey,single,w2 baseline,true,Do you plan to leave this village in the next 12 months (staying somewhere else for 3 months or longer)?,,¿Planea irse de esta aldea en los proximos 12 meses? (quedarse en otro lado por 3 meses o más)?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b0700,3,respondent,survey,single,all,true,Do you plan to leave this village in the next 12 months (staying somewhere else for 3 months or longer)?,,¿Planea irse de esta aldea en los proximos 12 meses? (quedarse en otro lado por 3 meses o más)?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b0700,4,respondent,survey,single,all,true,Do you plan to leave this village in the next 12 months (staying somewhere else for 3 months or longer)?,NA,¿Planea irse de esta aldea en los proximos 12 meses (quedarse en otro lado por 3 meses o más)?,NA,,honduras_WAVE4_codebook_v1.xlsx
rct,b0800,1,respondent,survey,single,w1 baseline,true,How long have you lived in this village?,,¿Por cuánto tiempo ha vivido usted en esta aldea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b0800,2,respondent,survey,single,w2 baseline,true,How long have you lived in this village?,,¿Por cuánto tiempo ha vivido usted en esta aldea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b0800,3,respondent,survey,single,all,true,How long have you lived in this village?,,¿Por cuánto tiempo ha vivido usted en esta aldea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b0800,4,respondent,survey,single,all,true,How long have you lived in this village?,,¿Por cuánto tiempo ha vivido usted en esta aldea?,,,honduras_WAVE4_codebook_v1.xlsx
rct,b0900,1,respondent,survey,numeric,w1 baseline,true,How many years have you lived in this village?,,¿Por cuántos años ha vivido usted en esta aldea?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b0900,2,respondent,survey,numeric,w2 baseline,true,How many years have you lived in this village?,,¿Por cuántos años ha vivido usted en esta aldea?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b0900,3,respondent,survey,numeric,w3 baseline,true,How many years have you lived in this village?,,¿Por cuántos años ha vivido usted en esta aldea?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b0900,4,respondent,survey,numeric,all,true,How many years have you lived in this village?,,¿Por cuántos años ha vivido usted en esta aldea?,,,honduras_WAVE4_codebook_v1.xlsx
rct,b1000,4,respondent,survey,multi,w4 baseline,false,Are you any of the following?,,¿Usted es un/una?,,,honduras_WAVE4_codebook_v1.xlsx
rct,b1000a,1,respondent,survey,multi,w1 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b1000a,2,respondent,survey,multi,w2 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b1000a,3,respondent,survey,multi,all,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b1000b,1,respondent,survey,multi,w1 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b1000b,2,respondent,survey,multi,w2 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b1000b,3,respondent,survey,multi,all,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b1000c,1,respondent,survey,multi,w1 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b1000c,2,respondent,survey,multi,w2 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b1000c,3,respondent,survey,multi,all,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b1000d,1,respondent,survey,multi,w1 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b1000d,2,respondent,survey,multi,w2 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b1000d,3,respondent,survey,multi,all,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b1000e,1,respondent,survey,multi,w1 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b1000e,2,respondent,survey,multi,w2 baseline,true,Are you any of the following?,,Usted es un/una?,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE2_codebook_v3.xlsx
rct,b1000e,3,respondent,survey,multi,all,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b1000f,1,respondent,survey,multi,w1 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b1000f,2,respondent,survey,multi,w2 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b1000f,3,respondent,survey,multi,all,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b1000g,1,respondent,survey,multi,w1 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b1000g,2,respondent,survey,multi,w2 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b1000g,3,respondent,survey,multi,all,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b1000h,1,respondent,survey,multi,w1 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b1000h,2,respondent,survey,multi,w2 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b1000h,3,respondent,survey,multi,all,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE3_codebook_v3.xlsx
rct,b1000i,1,respondent,survey,multi,w1 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE1_codebook_v8.xlsx
rct,b1000i,2,respondent,survey,multi,w2 baseline,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE2_codebook_v3.xlsx
rct,b1000i,3,respondent,survey,multi,all,true,Are you any of the following?,,Usted es un/una?,,,honduras_WAVE3_codebook_v3.xlsx
